"Title","Subtitle","CELEX number","Current consolidated version","Latest consolidated version","LP_Legal basis","ELI","Form","EUROVOC descriptor","ECLI identifier","Subject matter","Directory code","Case-Law directory code (before Lisbon)","Case-Law directory code (after Lisbon)","Legal basis","Transposed legal act(s)","Rectified by","Type of procedure","Collection of the document","Date of document","Date of publication","Author","Date of effect","Date of end of validity","Date of transposition","Applicant/Appellant","Defendant/Other parties to the proceedings","In force indicator","Publication Reference",
"Decision (EU) 2017/684 of the European Parliament and of the Council of 5 April 2017 on establishing an information exchange mechanism with regard to intergovernmental agreements and non-binding instruments between Member States and third countries in the field of energy, and repealing Decision No 994/2012/EU (Text with EEA relevance. )","","32017D0684","","","","http://data.europa.eu/eli/dec/2017/684/oj","Decision","intergovernmental cooperation (EU), exchange of information, EU Member State, single market, international agreement, third country, energy supply, self-sufficiency in energy, energy cooperation","","Energy","Energy, General principles and programmes, General","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E194","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2017-04-05","2017-04-12","European Parliament, Council of the European Union","2017-05-02","No end date","","","","true","OJ L 99, 12/04/2017, p. 1–9
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Decision (Euratom) 2023/1112 of 17 July 2020 on the notification of changes to the Euratom delineated peaceful nuclear programme in Annex A to the Agreement for cooperation in the peaceful uses of nuclear energy between the European Atomic Energy Community and the United States of America","C/2020/4674","32023D1112","","","","http://data.europa.eu/eli/dec/2023/1112/oj","Decision","revision of an agreement, nuclear energy, EAEC, peaceful use of energy, scientific cooperation, cooperation agreement (EU), United States, nuclear research","","External relations, Cooperation","Energy, External relations, Energy, Nuclear energy, Bilateral agreements with non-member countries, Nuclear energy, Other measures relating to nuclear energy, North America, Nuclear research","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:21996A0520(01), https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016A077","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2020-07-17","2023-06-07","Directorate-General for Energy, European Commission","2023-06-27","No end date","","","","true","OJ L 147, 07/06/2023, p. 156–157
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Decision of 13 January 2023 establishing the ad hoc Steering Board to facilitate the coordination of demand aggregation and joint purchasing of gas 2023/C 48/05","C/2023/407","32023D0208(02)","","","","","Decision","security of supply, energy market, purchase, natural gas, operation of the Institutions, gas supply, energy cooperation, EU energy policy, energy crisis","","Provisions governing the Institutions, Energy","Energy, Energy, Oil and gas, Oil and gas, Supplies and stocks, Other measures relating to oil or gas","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32022R2576","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2023-01-13","2023-02-08","Directorate-General for Energy, European Commission","2023-02-28","No end date","","","","true","OJ C 48, 08/02/2023, p. 6–10
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Council Decision (Euratom) 2023/225 of 30 January 2023 on the extension of the joint-undertaking status of Hochtemperatur-Kernkraftwerk GmbH","ST/5101/2023/INIT","32023D0225","","","","http://data.europa.eu/eli/dec/2023/225/oj","Decision","nuclear power station, nuclear safety, Germany, North Rhine-Westphalia, decommissioning of power stations, EAEC Joint Undertaking","","Joint undertakings, Nuclear common market","Energy, Nuclear energy, Power stations and joint undertakings","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016A049","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2023-01-30","2023-02-03","Council of the European Union","2023-02-06","No end date","","","","true","OJ L 32, 03/02/2023, p. 51–52
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Council Decision (Euratom) 2023/226 of 30 January 2023 on the extension of the advantages conferred on the joint undertaking Hochtemperatur-Kernkraftwerk GmbH","ST/5102/2023/INIT","32023D0226","","","","http://data.europa.eu/eli/dec/2023/226/oj","Decision","nuclear power station, nuclear safety, North Rhine-Westphalia, decommissioning of power stations, Germany, EAEC Joint Undertaking","","Joint undertakings, Nuclear common market","Energy, Nuclear energy, Power stations and joint undertakings","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016A048","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2023-01-30","2023-02-03","Council of the European Union","2023-02-06","No end date","","","","true","OJ L 32, 03/02/2023, p. 53–55
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Council Decision (EU) 2022/1842 of 20 September 2022 on the position to be taken on behalf of the European Union within the Ministerial Council of the Energy Community with regard to the incorporation of Regulation (EU) 2022/1032 of the European Parliament and of the Council on gas storage into the Energy Community acquis","ST/12060/2022/INIT","32022D1842","","","","http://data.europa.eu/eli/dec/2022/1842/oj","Decision","natural gas, storage of hydrocarbons, strategic reserves, Energy Community, security of supply, international organisation, self-sufficiency in energy, gas supply, energy cooperation, EU energy policy","","Energy, External relations","Energy, External relations, Oil and gas, Multilateral relations, Supplies and stocks, Other spheres of multilateral cooperation","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:22006A0720(01), https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E194, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E218, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32006D0500","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2022-09-20","2022-10-03","Council of the European Union","2022-09-20","No end date","","","","true","OJ L 254, 03/10/2022, p. 43–55
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Decision (EU) 2022/589 of 6 April 2022 establishing the composition and the operational provisions of setting up the Commission Energy Poverty and Vulnerable Consumers Coordination Group","C/2022/2082","32022D0589","","","","http://data.europa.eu/eli/dec/2022/589/oj","Decision","energy cooperation, energy supply, price of energy, energy consumption, expert group (EU), household, consumer protection, aid to disadvantaged groups, energy efficiency, poverty","","Energy","Energy, General principles and programmes","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E194, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E168","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2022-04-06","2022-04-11","European Commission, Directorate-General for Energy","2022-05-01","No end date","","","","true","OJ L 112, 11/04/2022, p. 67–72
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Decision (EU) 2022/258 of 21 February 2022 granting the Hellenic Republic a derogation from certain provisions of Regulation (EU) 2019/943 of the European Parliament and of the Council and Directive (EU) 2019/944 of the European Parliament and of the Council as regards Crete (notified under document C(2022) 1140) (Only the Greek text is authentic) (Text with EEA relevance)","C/2022/1140","32022D0258","","","","http://data.europa.eu/eli/dec/2022/258/oj","Decision","energy supply, derogation from EU law, electricity supply, energy distribution, Greece, electrical energy, renewable energy, security of supply, energy production, energy grid, Crete","","Energy, Internal market - Principles","Energy, Electricity","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32019R0943, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32019L0944","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2022-02-21","2022-02-23","European Commission, Directorate-General for Energy","2022-02-23","Not known","","","","true","OJ L 42, 23/02/2022, p. 92–101
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Council Decision (EU) 2021/1919 of 29 October 2021 on the position to be taken on behalf of the European Union on the adoption of a decision, by written procedure, by the Participants to the Arrangement on Officially Supported Export Credits to review the Coal-Fired Electricity Generation Sector Understanding contained in Annex VI to that Arrangement","ST/12622/2021/INIT","32021D1919","","","","http://data.europa.eu/eli/dec/2021/1919/oj","Decision","electrical energy, State aid, carbon neutrality, energy production, sectoral agreement, export credit, OECD, export aid, revision of an agreement, power plant","","External relations, Energy","External relations, External relations, Energy, Commercial policy, Multilateral relations, Electricity, Trade arrangements, Other spheres of multilateral cooperation, Export guarantees and financing","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E218, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E207","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2021-10-29","2021-11-04","Council of the European Union","2021-10-29","No end date","","","","true","OJ L 389, 04/11/2021, p. 21–22
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Decision (Euratom) 2021/1802 of 10 June 2021 pursuant to Article 83 of the Treaty establishing the European Atomic Energy Community – A summary of the key provisions of the Decision are set out below, without prejudice to the full effect of the Decision itself (notified under document number C(2021) 3889)","PUB/2021/762","32021D1802","","","","http://data.europa.eu/eli/dec/2021/1802/oj","Decision","EAEC, radioactive materials, exchange of information, report, nuclear safety, nuclear research, research body, Portugal, accounting system, infringement of EU law","","Nuclear common market","Energy, Nuclear energy, Safeguards","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016A083","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2021-06-10","2021-10-12","Directorate-General for Energy, European Commission","2021-10-12","No end date","","","","true","OJ L 362, 12/10/2021, p. 1–2
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Decision (EU) 2021/986 of 29 April 2021 approving the Decision of the Supply Agency of the European Atomic Energy Community adopting new Agency Rules to determine the manner in which demand is to be balanced against the supply of ores, source materials and special fissile materials (notified under document C(2021) 2893) (Only the English text is authentic)","C/2021/2893","32021D0986","","","","http://data.europa.eu/eli/dec/2021/986/oj","Decision","nuclear safety, supply and demand, mining product, radioactive materials, nuclear fuel, Euratom Supply Agency","","Nuclear common market, Supply agency","Energy, Nuclear energy, Fuel supplies","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016A060","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2021-04-29","2021-06-18","Directorate-General for Energy, European Commission","2021-07-01","No end date","","","","true","OJ L 218, 18/06/2021, p. 1–2
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Decision of the Supply Agency of the European Atomic Energy Community adopting the Agency Rules determining the manner in which demand is to be balanced against the supply of ores, source materials and special fissile materials, and repealing the Rules of the Supply Agency of the European Atomic Energy Community of 5 May 1960, as amended by the Regulation of 15 July 1975","C/2021/2893","32021Q0618(01)","","","","http://data.europa.eu/eli/dec/2021/618/oj","Decision","nuclear fuel, Euratom Supply Agency, mining product, radioactive materials, nuclear safety, supply and demand","","Supply agency, Nuclear common market","Energy, Nuclear energy, Fuel supplies","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016A002, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32008D0114, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016A055, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32006R0066, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016A060, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016A052","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2021-01-15","2021-06-18","Euratom Supply Agency","2021-07-01","No end date","","","","true","OJ L 218, 18/06/2021, p. 56–57
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Council Decision (Euratom) 2021/390 of 20 February 2020 approving the conclusion, by the European Commission, of the Agreement between the European Atomic Energy Community and the Government of the Republic of India for research and development cooperation in the field of the peaceful uses of nuclear energy","","32021D0390","","","","http://data.europa.eu/eli/dec/2021/390/oj","Decision","EAEC, peaceful use of energy, India, nuclear energy, energy research, ratification of an agreement, scientific cooperation, cooperation agreement (EU), research and development","","Energy, External relations, Cooperation","Energy, External relations, Nuclear energy, Bilateral agreements with non-member countries, Other measures relating to nuclear energy, Asian countries","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016A101","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2020-02-20","2021-03-05","Council of the European Union","2020-02-20","No end date","","","","true","OJ L 77, 05/03/2021, p. 1–1
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Council Decision (Euratom) 2020/2253 of 29 December 2020 approving the conclusion, by the European Commission, of the Agreement between the Government of the United Kingdom of Great Britain and Northern Ireland and the European Atomic Energy Community for Cooperation on the Safe and Peaceful Uses of Nuclear Energy and the conclusion, by the European Commission, on behalf of the European Atomic Energy Community, of the Trade and Cooperation Agreement between the European Union and the European Atomic Energy Community, of the one part, and the United Kingdom of Great Britain and Northern Ireland, of the other part","","32020D2253","","","","http://data.europa.eu/eli/dec/2020/2253/oj","Decision","United Kingdom, nuclear safety, peaceful use of energy, withdrawal from the EU, EAEC, trade relations, ratification of an agreement, nuclear policy, nuclear energy, trade agreement (EU)","","External relations, Cooperation","External relations, Energy, External relations, Commercial policy, Nuclear energy, Bilateral agreements with non-member countries, Trade arrangements, Other measures relating to nuclear energy, European countries","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016A101","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2020-12-29","2020-12-31","Council of the European Union","2020-12-29","No end date","","","","true","OJ L 444, 31/12/2020, p. 11–13
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Decision (Euratom) 2020/2255 of 29 December 2020 on the conclusion, by the European Commission, and provisional application of the Agreement between the Government of the United Kingdom of Great Britain and Northern Ireland and the European Atomic Energy Community for Cooperation on the Safe and Peaceful Uses of Nuclear Energy and on the conclusion, by the European Commission, on behalf of the European Atomic Energy Community, and provisional application of the Trade and Cooperation Agreement between the European Union and the European Atomic Energy Community, of the one part, and the United Kingdom of Great Britain and Northern Ireland, of the other part","C/2020/9660","32020D2255","","","","http://data.europa.eu/eli/dec/2020/2255/oj","Decision","cooperation agreement (EU), trade agreement (EU), interim agreement (EU), nuclear safety, United Kingdom, withdrawal from the EU, peaceful use of energy, nuclear energy, ratification of an agreement, nuclear policy","","Cooperation, External relations","Energy, External relations, Nuclear energy, Bilateral agreements with non-member countries, Other measures relating to nuclear energy, European countries","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016A101","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2020-12-29","2020-12-31","European Commission, UK Task Force","2020-12-29","No end date","","","","true","OJ L 445, 31/12/2020, p. 2–4
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Decision (EU) 2020/2123 of 11 November 2020 granting the Federal Republic of Germany and the Kingdom of Denmark a derogation of the Kriegers Flak combined grid solution pursuant to Article 64 of Regulation (EU) 2019/943 of the European Parliament and of the Council (notified under document C(2020) 7948) (Only the Danish and German texts are authentic) (Text with EEA relevance)","C/2020/7948","32020D2123","","","","http://data.europa.eu/eli/dec/2020/2123/oj","Decision","derogation from EU law, wind energy, Denmark, energy cooperation, electrical energy, power plant, Baltic Sea, renewable energy, energy grid, Germany","","Energy, Internal market - Principles, Approximation of laws","Energy, Industrial policy and internal market, Electricity, Internal market: approximation of laws, Other sectors for approximation of laws","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32019R0943","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2020-11-11","2020-12-17","European Commission, Directorate-General for Energy","2020-12-17","No end date","","","","true","OJ L 426, 17/12/2020, p. 35–53
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Council Decision (EU) 2020/2023 of 4 December 2020 on the position to be adopted, on behalf of the European Union, within the EEA Joint Committee concerning an amendment to Annex IV (Energy) to the EEA Agreement (Text with EEA relevance)","","32020D2023","","","","http://data.europa.eu/eli/dec/2020/2023/oj","Decision","revision of an agreement, energy grid, security of supply, electricity supply, European Economic Area, energy supply, electrical energy, EU energy policy, EEA Joint Committee, energy distribution","","European Free Trade Association (EFTA), Energy","Energy, External relations, Electricity, Bilateral agreements with non-member countries, European countries, Member countries of the European Free Trade Association (EFTA)","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E194, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:31994R2894, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E218","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2020-12-04","2020-12-11","Council of the European Union","2020-12-04","No end date","","","","true","OJ L 419, 11/12/2020, p. 13–13
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Council Decision (EU) 2020/2022 of 4 December 2020 on the position to be adopted on behalf of the European Union within the EEA Joint Committee concerning an amendment to Annex IV (Energy) to the EEA Agreement (Text with EEA relevance)","","32020D2022","","","","http://data.europa.eu/eli/dec/2020/2022/oj","Decision","energy market, revision of an agreement, energy transport, energy grid, trans-European network, electricity supply, European Economic Area, energy distribution, EEA Joint Committee, electrical energy","","European Free Trade Association (EFTA), Energy","Energy, External relations, Electricity, Bilateral agreements with non-member countries, European countries, Member countries of the European Free Trade Association (EFTA)","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E194, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:31994R2894, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E218","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2020-12-04","2020-12-11","Council of the European Union","2020-12-04","No end date","","","","true","OJ L 419, 11/12/2020, p. 12–12
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Council Decision (EU) 2020/2025 of 4 December 2020 on the position to be adopted, on behalf of the European Union, within the EEA Joint Committee concerning an amendment to Annex IV (Energy) to the EEA Agreement (Text with EEA relevance)","","32020D2025","","","","http://data.europa.eu/eli/dec/2020/2025/oj","Decision","energy grid, security of supply, revision of an agreement, energy transport, electrical energy, EEA Joint Committee, energy supply, European Economic Area, electricity supply, trans-European network","","European Free Trade Association (EFTA), Energy","Energy, External relations, Electricity, Bilateral agreements with non-member countries, European countries, Member countries of the European Free Trade Association (EFTA)","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E218, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E194, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:31994R2894","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2020-12-04","2020-12-11","Council of the European Union","2020-12-04","No end date","","","","true","OJ L 419, 11/12/2020, p. 15–15
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Council Decision (Euratom) 2020/960 of 29 June 2020 on the adoption of the 2020-2023 high flux reactor supplementary research programme at Petten to be implemented by the Joint Research Centre for the European Atomic Energy Community","ST/8515/2020/INIT","32020D0960","","","","http://data.europa.eu/eli/dec/2020/960/oj","Decision","Netherlands, research expenditure (EU), North Holland, research programme, nuclear safety, nuclear reactor, Joint Research Centre, France, nuclear research, Member States' contribution","","Research and technological development, Nuclear common market","Energy, Nuclear energy, Nuclear research","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016A007","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2020-06-29","2020-07-03","Council of the European Union","2020-01-01, 2020-07-04","2023-12-31","","","","true","OJ L 211, 03/07/2020, p. 14–17
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Council Decision (EU, Euratom) 2019/1945 of 19 November 2018 approving the conclusion, by the European Commission, of the Agreement between the European Atomic Energy Community (Euratom) and the Korean Peninsula Energy Development Organisation (KEDO)","ST/13263/2018/INIT","32019D1945","","","","http://data.europa.eu/eli/dec/2019/1945/oj","Decision","nuclear reactor, agreement (EU), energy cooperation, decommissioning of power stations, ratification of an agreement, renewal of an agreement, EAEC, international organisation","","External relations, Energy","External relations, Energy, Multilateral relations, Nuclear energy, Cooperation with international and non-governmental organisations, Other measures relating to nuclear energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016A101","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2018-11-19","2019-11-26","Council of the European Union","2019-12-16","No end date","","","","true","OJ L 304, 26/11/2019, p. 1–1
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Council Decision (EU, Euratom) 2019/1946 of 19 November 2018 approving the conclusion, by the European Commission, of the Agreement between the European Atomic Energy Community (Euratom) and the Korean Peninsula Energy Development Organisation (KEDO)","ST/13261/2018/INIT","32019D1946","","","","http://data.europa.eu/eli/dec/2019/1946/oj","Decision","nuclear reactor, energy cooperation, agreement (EU), renewal of an agreement, ratification of an agreement, decommissioning of power stations, international organisation, EAEC","","External relations, Energy","External relations, Energy, Multilateral relations, Nuclear energy, Cooperation with international and non-governmental organisations, Other measures relating to nuclear energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016A101","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2018-11-19","2019-11-26","Council of the European Union","2019-12-16","No end date","","","","true","OJ L 304, 26/11/2019, p. 4–4
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Council Decision (EU) 2019/1133 of 25 June 2019 on the position to be taken on behalf of the European Union in the International Partnership for Energy Efficiency Cooperation (IPEEC) with regard to the extension of the Terms of Reference for the IPEEC for the period from 24 May until 31 December 2019","ST/9718/2019/INIT","32019D1133","","","","http://data.europa.eu/eli/dec/2019/1133/oj","Decision","energy cooperation, international organisation, renewal of an agreement, international cooperation, energy efficiency","","External relations, Energy","External relations, Energy, Multilateral relations, General principles and programmes, Other spheres of multilateral cooperation, Rational utilisation and conservation of energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E218, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E194","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2019-06-25","2019-07-03","Council of the European Union","2019-06-25","No end date","","","","true","OJ L 179, 03/07/2019, p. 23–24
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Council Decision (Euratom) 2017/956 of 29 May 2017 on the adoption of the 2016-2019 high flux reactor supplementary research programme to be implemented by the Joint Research Centre for the European Atomic Energy Community","","32017D0956","","","","http://data.europa.eu/eli/dec/2017/956/oj","Decision","EU research policy, nuclear reactor, nuclear research, Joint Research Centre, research expenditure (EU), EAEC, research programme, nuclear safety","","Nuclear common market, Research and technological development","Industrial policy and internal market, Energy, Industrial policy: general, programmes, statistics and research, Nuclear energy, Research and technological development, Nuclear research","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016A007","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2017-05-29","2017-06-07","Council of the European Union","2016-01-01, 2017-06-07","No end date","","","","true","OJ L 144, 07/06/2017, p. 23–26
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Council Decision (EU) 2017/783 of 25 April 2017 on the position to be adopted, on behalf of the European Union, within the EEA Joint Committee concerning an amendment to Annex IV (Energy) to the EEA Agreement (Third Energy Package)","","32017D0783","","","","http://data.europa.eu/eli/dec/2017/783/oj","Decision","gas pipeline, electrical energy, single market, European Economic Area, market access, energy grid, natural gas, European Union Agency for the Cooperation of Energy Regulators, energy transport, revision of an agreement","","European Free Trade Association (EFTA), Energy","Energy, Energy, External relations, Electricity, Oil and gas, Bilateral agreements with non-member countries, Other measures relating to oil or gas, European countries, Member countries of the European Free Trade Association (EFTA)","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E218, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E114, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E053, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:31994R2894, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E062","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2017-04-25","2017-05-06","Council of the European Union","2017-04-25","No end date","","","","true","OJ L 118, 06/05/2017, p. 6–16
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Council Decision (Euratom) 2016/2116 of 12 February 2016 approving the conclusion by the European Commission, on behalf of the European Atomic Energy Community, of the Agreement extending the Framework Agreement for International Collaboration on Research and Development of Generation IV nuclearenergy systems","","32016D2116","","","","http://data.europa.eu/eli/dec/2016/2116/oj","Decision","framework agreement, revision of an agreement, ratification of an agreement, nuclear energy, international cooperation, EAEC, scientific cooperation, nuclear research, agreement (EU)","","External relations, Cooperation","External relations, Energy, Multilateral relations, Nuclear energy, Other spheres of multilateral cooperation, Nuclear research","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016A101","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2016-02-12","2016-12-03","Council of the European Union","2016-12-04","No end date","","","","true","OJ L 329, 03/12/2016, p. 1–2
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
