"Title","Subtitle","CELEX number","Current consolidated version","Latest consolidated version","LP_Legal basis","ELI","Form","EUROVOC descriptor","ECLI identifier","Subject matter","Directory code","Case-Law directory code (before Lisbon)","Case-Law directory code (after Lisbon)","Legal basis","Transposed legal act(s)","Rectified by","Type of procedure","Collection of the document","Date of document","Date of publication","Author","Date of effect","Date of end of validity","Date of transposition","Applicant/Appellant","Defendant/Other parties to the proceedings","In force indicator","Publication Reference",
"Commission Implementing Decision (EU) 2022/606 of 8 April 2022 on the recognition of the “Round Table on Responsible Soy with EU RED Requirements (RTRS EU RED)” voluntary scheme for demonstrating compliance with the requirements set in Directive (EU) 2018/2001 of the European Parliament and of the Council for biofuels, bioliquids, biomass fuels, renewable liquid and gaseous fuels of non-biological origin and recycled carbon fuels (Text with EEA relevance)","C/2022/2123","32022D0606","","","","http://data.europa.eu/eli/dec_impl/2022/606/oj","Implementing decision","road transport, greenhouse gas, renewable resources, production standard, reduction of gas emissions, environmental standard, recycled product, biofuel, sustainable product, exchange of information","","Environment, Energy","Environment, consumers and health protection, Energy, Environment, Other sources of energy, Pollution and nuisances, Monitoring of atmospheric pollution","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32018L2001","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2022-04-08","2022-04-12","European Commission, Directorate-General for Energy","2022-04-13","2027-04-13","","","","true","OJ L 114, 12/04/2022, p. 194–196
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Implementing Decision (EU) 2022/599 of 8 April 2022 on the recognition of the Biomass Biofuels Sustainability voluntary scheme (2BSvs) for demonstrating compliance with the requirements set in Directive (EU) 2018/2001 of the European Parliament and of the Council for biofuels, bioliquids, biomass fuels, renewable liquid and gaseous fuels of non-biological origin and recycled carbon fuels (Text with EEA relevance)","C/2022/2132","32022D0599","","","","http://data.europa.eu/eli/dec_impl/2022/599/oj","Implementing decision","biofuel, sustainable product, exchange of information, greenhouse gas, road transport, recycled product, reduction of gas emissions, production standard, environmental standard, renewable resources","","Energy, Environment","Environment, consumers and health protection, Energy, Environment, Other sources of energy, Pollution and nuisances, Monitoring of atmospheric pollution","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32018L2001","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2022-04-08","2022-04-12","Directorate-General for Energy, European Commission","2022-04-13","2027-04-13","","","","true","OJ L 114, 12/04/2022, p. 173–175
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Implementing Decision (EU) 2022/602 of 8 April 2022 on the recognition of the ‘International Sustainability & Carbon Certification – ISCC EU’ voluntary scheme for demonstrating compliance with the requirements set in Directive (EU) 2018/2001 of the European Parliament and of the Council for biofuels, bioliquids, biomass fuels, renewable liquid and gaseous fuels of non-biological origin and recycled carbon fuels (Text with EEA relevance)","C/2022/2117","32022D0602","","","","http://data.europa.eu/eli/dec_impl/2022/602/oj","Implementing decision","sustainable product, exchange of information, biofuel, renewable resources, production standard, reduction of gas emissions, environmental standard, recycled product, road transport, land use","","Energy, Environment","Energy, Environment, consumers and health protection, Other sources of energy, Environment, Pollution and nuisances, Monitoring of atmospheric pollution","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32018L2001","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2022-04-08","2022-04-12","Directorate-General for Energy, European Commission","2022-04-13","2027-04-13","","","","true","OJ L 114, 12/04/2022, p. 182–184
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Implementing Decision (EU) 2022/600 of 8 April 2022 on the recognition of the ‘Bonsucro EU’ voluntary scheme for demonstrating compliance with the requirements set in Directive (EU) 2018/2001 of the European Parliament and of the Council for biofuels, bioliquids, biomass fuels, renewable liquid and gaseous fuels of non-biological origin and recycled carbon fuels (Text with EEA relevance)","C/2022/2111","32022D0600","","","","http://data.europa.eu/eli/dec_impl/2022/600/oj","Implementing decision","biofuel, sustainable product, exchange of information, road transport, land use, production standard, reduction of gas emissions, environmental standard, recycled product, renewable resources","","Energy, Environment","Environment, consumers and health protection, Energy, Environment, Other sources of energy, Pollution and nuisances, Monitoring of atmospheric pollution","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32018L2001","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2022-04-08","2022-04-12","Directorate-General for Energy, European Commission","2022-04-13","2027-04-13","","","","true","OJ L 114, 12/04/2022, p. 176–178
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Implementing Decision (EU) 2022/605 of 8 April 2022 on the recognition of the ‘REDcert-EU’ voluntary scheme for demonstrating compliance with the requirements set in Directive (EU) 2018/2001 of the European Parliament and of the Council for biofuels, bioliquids, biomass fuels, renewable liquid and gaseous fuels of non-biological origin and recycled carbon fuels (Text with EEA relevance)","C/2022/2122","32022D0605","","","","http://data.europa.eu/eli/dec_impl/2022/605/oj","Implementing decision","greenhouse gas, road transport, renewable resources, recycled product, production standard, reduction of gas emissions, environmental standard, biofuel, sustainable product, exchange of information","","Environment, Energy","Environment, consumers and health protection, Energy, Environment, Other sources of energy, Pollution and nuisances, Monitoring of atmospheric pollution","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32018L2001","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2022-04-08","2022-04-12","European Commission, Directorate-General for Energy","2022-04-13","2027-04-13","","","","true","OJ L 114, 12/04/2022, p. 191–193
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Implementing Decision (EU) 2022/611 of 8 April 2022 on the recognition of the ‘Universal Feed Assurance Scheme (UFAS)’ for demonstrating compliance with the requirements set in Directive (EU) 2018/2001 of the European Parliament and of the Council for biofuels, bioliquids, biomass fuels, renewable liquid and gaseous fuels of non-biological origin and recycled carbon fuels (Text with EEA relevance)","C/2022/2114","32022D0611","","","","http://data.europa.eu/eli/dec_impl/2022/611/oj","Implementing decision","biofuel, sustainable product, exchange of information, greenhouse gas, road transport, recycled product, production standard, reduction of gas emissions, environmental standard, renewable resources","","Energy, Environment","Environment, consumers and health protection, Energy, Environment, Other sources of energy, Pollution and nuisances, Monitoring of atmospheric pollution","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32018L2001","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2022-04-08","2022-04-12","Directorate-General for Energy, European Commission","2022-04-13","2027-04-13","","","","true","OJ L 114, 12/04/2022, p. 209–211
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Implementing Decision (EU) 2022/610 of 8 April 2022 on the recognition of the ‘Trade Assurance Scheme for Combinable Crops (TASCC)’ for demonstrating compliance with the requirements set in Directive (EU) 2018/2001 of the European Parliament and of the Council for biofuels, bioliquids, biomass fuels, renewable liquid and gaseous fuels of non-biological origin and recycled carbon fuels (Text with EEA relevance)","C/2022/2112","32022D0610","","","","http://data.europa.eu/eli/dec_impl/2022/610/oj","Implementing decision","biofuel, sustainable product, exchange of information, road transport, greenhouse gas, renewable resources, production standard, reduction of gas emissions, environmental standard, recycled product","","Energy, Environment","Environment, consumers and health protection, Energy, Environment, Other sources of energy, Pollution and nuisances, Monitoring of atmospheric pollution","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32018L2001","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2022-04-08","2022-04-12","Directorate-General for Energy, European Commission","2022-04-13","2027-04-13","","","","true","OJ L 114, 12/04/2022, p. 206–208
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Implementing Decision (EU) 2022/607 of 8 April 2022 on the recognition of the ‘Roundtable on Sustainable Biomaterials (RSB) EU RED’ voluntary scheme for demonstrating compliance with the requirements set in Directive (EU) 2018/2001 of the European Parliament and of the Council for biofuels, bioliquids, biomass fuels, renewable liquid and gaseous fuels of non-biological origin and recycled carbon fuels (Text with EEA relevance)","C/2022/2133","32022D0607","","","","http://data.europa.eu/eli/dec_impl/2022/607/oj","Implementing decision","greenhouse gas, road transport, recycled product, environmental standard, production standard, reduction of gas emissions, renewable resources, biofuel, exchange of information, sustainable product","","Environment, Energy","Environment, consumers and health protection, Energy, Environment, Other sources of energy, Pollution and nuisances, Monitoring of atmospheric pollution","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32018L2001","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2022-04-08","2022-04-12","European Commission, Directorate-General for Energy","2022-04-13","2027-04-13","","","","true","OJ L 114, 12/04/2022, p. 197–199
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Implementing Decision (EU) 2022/604 of 8 April 2022 on the recognition of the ‘Red Tractor Farm Assurance Crops and Sugar Beet Scheme’ voluntary scheme for demonstrating compliance with the requirements set in Directive (EU) 2018/2001 of the European Parliament and of the Council for biofuels, bioliquids, biomass fuels, renewable liquid and gaseous fuels of non-biological origin and recycled carbon fuels (Text with EEA relevance)","C/2022/2147","32022D0604","","","","http://data.europa.eu/eli/dec_impl/2022/604/oj","Implementing decision","sustainable product, exchange of information, biofuel, production standard, reduction of gas emissions, environmental standard, recycled product, renewable resources, road transport, greenhouse gas","","Energy, Environment","Energy, Environment, consumers and health protection, Other sources of energy, Environment, Pollution and nuisances, Monitoring of atmospheric pollution","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32018L2001","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2022-04-08","2022-04-12","Directorate-General for Energy, European Commission","2022-04-13","2027-04-13","","","","true","OJ L 114, 12/04/2022, p. 188–190
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Implementing Decision (EU) 2022/601 of 8 April 2022 on the recognition of the ‘Better Biomass’ voluntary scheme for demonstrating compliance with the requirements set in Directive (EU) 2018/2001 of the European Parliament and of the Council for biofuels, bioliquids, biomass fuels, renewable liquid and gaseous fuels of non-biological origin and recycled carbon fuels (Text with EEA relevance)","C/2022/2121","32022D0601","","","","http://data.europa.eu/eli/dec_impl/2022/601/oj","Implementing decision","sustainable product, exchange of information, biofuel, renewable resources, recycled product, reduction of gas emissions, production standard, environmental standard, greenhouse gas, road transport","","Energy, Environment","Energy, Environment, consumers and health protection, Other sources of energy, Environment, Pollution and nuisances, Monitoring of atmospheric pollution","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32018L2001","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2022-04-08","2022-04-12","Directorate-General for Energy, European Commission","2022-04-13","2027-04-13","","","","true","OJ L 114, 12/04/2022, p. 179–181
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Implementing Decision (EU) 2022/609 of 8 April 2022 on the recognition of the ‘SURE’ voluntary scheme for demonstrating compliance with the requirements set in Directive (EU) 2018/2001 of the European Parliament and of the Council for biofuels, bioliquids, biomass fuels, renewable liquid and gaseous fuels of non-biological origin and recycled carbon fuels (Text with EEA relevance)","C/2022/2110","32022D0609","","","","http://data.europa.eu/eli/dec_impl/2022/609/oj","Implementing decision","biofuel, sustainable product, exchange of information, greenhouse gas, road transport, renewable resources, recycled product, environmental standard, production standard, reduction of gas emissions","","Energy, Environment","Environment, consumers and health protection, Energy, Environment, Other sources of energy, Pollution and nuisances, Monitoring of atmospheric pollution","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32018L2001","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2022-04-08","2022-04-12","Directorate-General for Energy, European Commission","2022-04-13","2027-04-13","","","","true","OJ L 114, 12/04/2022, p. 203–205
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Implementing Decision (EU) 2022/608 of 8 April 2022 on the recognition of the ‘Scottish Quality Crops Farm Assurance Scheme (SQC)’ for demonstrating compliance with the requirements set in Directive (EU) 2018/2001 of the European Parliament and of the Council for biofuels, bioliquids, biomass fuels, renewable liquid and gaseous fuels of non-biological origin and recycled carbon fuels (Text with EEA relevance)","C/2022/2119","32022D0608","","","","http://data.europa.eu/eli/dec_impl/2022/608/oj","Implementing decision","road transport, greenhouse gas, environmental standard, production standard, reduction of gas emissions, recycled product, renewable resources, biofuel, exchange of information, sustainable product","","Environment, Energy","Environment, consumers and health protection, Energy, Environment, Other sources of energy, Pollution and nuisances, Monitoring of atmospheric pollution","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32018L2001","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2022-04-08","2022-04-12","European Commission, Directorate-General for Energy","2022-04-13","2027-04-13","","","","true","OJ L 114, 12/04/2022, p. 200–202
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Implementing Decision (EU) 2021/553 of 29 March 2021 granting derogations to Greece, Spain and Malta as regards the provision of statistics pursuant to Regulation (EC) No 1099/2008 of the European Parliament and of the Council on energy statistics (notified under document C(2021) 1937) (Only the English, Greek, Maltese and Spanish texts are authentic)","C/2021/1937","32021D0553","","","","http://data.europa.eu/eli/dec_impl/2021/553/oj","Implementing decision","EU statistics, data processing, derogation from EU law, energy statistics, Greece, Malta, Spain, energy consumption","","Energy","Energy, Statistics","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32008R1099","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2021-03-29","2021-03-31","European Commission, Eurostat","2021-03-31","No end date","","","","true","OJ L 112, 31/03/2021, p. 1–4
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Council Implementing Decision (EU) 2021/359 of 22 February 2021 authorising the Netherlands to apply a reduced rate of taxation to electricity supplied to charging stations for electric vehicles","","32021D0359","","","","http://data.europa.eu/eli/dec_impl/2021/359/oj","Implementing decision","Netherlands, electric vehicle, tax relief, electricity storage device, electrical energy, environmental tax, energy supply, derogation from EU law, electricity supply","","Taxation, Energy, Protocol on Ireland/Northern Ireland, Annex 3 Provisions of Union law referred to in Article 8, Excise","Energy, Taxation, Electricity, Other taxes","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32003L0096","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2021-02-22","2021-02-26","Council of the European Union","2021-02-25, 2021-01-01","2025-01-01","","","","true","OJ L 69, 26/02/2021, p. 6–8
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
