"Title","Subtitle","CELEX number","Current consolidated version","Latest consolidated version","LP_Legal basis","ELI","Form","EUROVOC descriptor","ECLI identifier","Subject matter","Directory code","Case-Law directory code (before Lisbon)","Case-Law directory code (after Lisbon)","Legal basis","Transposed legal act(s)","Rectified by","Type of procedure","Collection of the document","Date of document","Date of publication","Author","Date of effect","Date of end of validity","Date of transposition","Applicant/Appellant","Defendant/Other parties to the proceedings","In force indicator","Publication Reference",
"Commission Delegated Regulation (EU) 2019/2015 of 11 March 2019 supplementing Regulation (EU) 2017/1369 of the European Parliament and of the Council with regard to energy labelling of light sources and repealing Commission Delegated Regulation (EU) No 874/2012 (Text with EEA relevance.)","C/2019/1805","32019R2015","2023-09-30","2023-09-30","","http://data.europa.eu/eli/reg_del/2019/2015/oj","Delegated regulation","consumer information, marketing standard, environmental impact, energy saving, eco-label, labelling, lighting equipment, energy efficiency, energy consumption","","Energy, Protocol on Ireland/Northern Ireland, Internal market - Principles, Annex 2 Provisions of Union law referred to in Article 5(4), Environment, energy efficiency","Industrial policy and internal market, Energy, Internal market: approximation of laws, General principles and programmes, Other sectors for approximation of laws, Rational utilisation and conservation of energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32017R1369","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2019-03-11","2019-12-05","European Commission, Directorate-General for Energy","2021-05-01, 2021-09-01, 2019-12-25, 2022-03-01","No end date","","","","true","OJ L 315, 05/12/2019, p. 68–101
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Delegated Regulation (EU) 2019/2013 of 11 March 2019 supplementing Regulation (EU) 2017/1369 of the European Parliament and of the Council with regard to energy labelling of electronic displays and repealing Commission Delegated Regulation (EU) No 1062/2010 (Text with EEA relevance.)","C/2019/1796","32019R2013","2021-05-01","2021-05-01","","http://data.europa.eu/eli/reg_del/2019/2013/oj","Delegated regulation","marketing standard, consumer information, energy saving, environmental impact, screen, eco-label, labelling, electronic device, energy efficiency, energy consumption","","Protocol on Ireland/Northern Ireland, Energy, Internal market - Principles, Annex 2 Provisions of Union law referred to in Article 5(4), Environment, energy efficiency","Energy, Industrial policy and internal market, General principles and programmes, Internal market: approximation of laws, Rational utilisation and conservation of energy, Other sectors for approximation of laws","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32017R1369","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2019-03-11","2019-12-05","European Commission, Directorate-General for Energy","2019-12-25, 2021-03-01, 2020-11-01","No end date","","","","true","OJ L 315, 05/12/2019, p. 1–28
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Delegated Regulation (EU) 2019/2017 of 11 March 2019 supplementing Regulation (EU) 2017/1369 of the European Parliament and of the Council with regard to energy labelling of household dishwashers and repealing Commission Delegated Regulation (EU) No 1059/2010 (Text with EEA relevance.)","C/2019/1807","32019R2017","2021-05-01","2021-05-01","","http://data.europa.eu/eli/reg_del/2019/2017/oj","Delegated regulation","environmental impact, energy saving, household electrical appliance, marketing standard, consumer information, labelling, eco-label, energy consumption, energy efficiency","","Energy, Protocol on Ireland/Northern Ireland, Internal market - Principles, Annex 2 Provisions of Union law referred to in Article 5(4), Environment, energy efficiency","Industrial policy and internal market, Energy, Internal market: approximation of laws, General principles and programmes, Other sectors for approximation of laws, Rational utilisation and conservation of energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32017R1369","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2019-03-11","2019-12-05","European Commission, Directorate-General for Energy","2019-12-25, 2021-03-01, 2020-11-01","No end date","","","","true","OJ L 315, 05/12/2019, p. 134–154
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Delegated Regulation (EU) 2019/1745 of 13 August 2019 supplementing and amending Directive 2014/94/EU of the European Parliament and of the Council as regards recharging points for L-category motor vehicles, shore-side electricity supply for inland waterway vessels, hydrogen supply for road transport and natural gas supply for road and waterborne transport and repealing Commission Delegated Regulation (EU) 2018/674 (Text with EEA relevance)","","32019R1745","","","","http://data.europa.eu/eli/reg_del/2019/1745/oj","Delegated regulation","hydrogen, vessel, gas supply, European standardisation body, electricity supply, European standard, technical specification, natural gas, electric vehicle, inland waterway transport","","Transport, Energy","Energy, Energy, Transport policy, Electricity, Oil and gas, Inland transport, Supplies and stocks, Structural harmonisation, Technical and safety conditions","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32014L0094","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2019-08-13","2019-10-22","European Commission, Directorate-General for Mobility and Transport","2021-11-12, 2019-11-11","2024-04-12","","","","true","OJ L 268, 22/10/2019, p. 1–5
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Delegated Regulation (EU) 2019/807 of 13 March 2019 supplementing Directive (EU) 2018/2001 of the European Parliament and of the Council as regards the determination of high indirect land-use change-risk feedstock for which a significant expansion of the production area into land with high carbon stock is observed and the certification of low indirect land-use change-risk biofuels, bioliquids and biomass fuels","C/2019/2055","32019R0807","","","","http://data.europa.eu/eli/reg_del/2019/807/oj","Delegated regulation","carbon, bioenergy, biofuel, reduction of gas emissions, land use, utilised agricultural area, greenhouse gas, biomass, energy crop","","Energy, Environment","Environment, consumers and health protection, Energy, Environment, Other sources of energy, Space, environment and natural resources","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32018L2001","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2019-03-13","2019-05-21","European Commission, Directorate-General for Energy","2019-06-10","No end date","","","","true","OJ L 133, 21/05/2019, p. 1–7
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Delegated Regulation (EU) 2015/2402 of 12 October 2015 reviewing harmonised efficiency reference values for separate production of electricity and heat in application of Directive 2012/27/EU of the European Parliament and of the Council and repealing Commission Implementing Decision 2011/877/EU","","32015R2402","","","","http://data.europa.eu/eli/reg_del/2015/2402/oj","Delegated regulation","energy efficiency, thermal energy, energy production, electrical energy","","Energy, Internal market - Principles","Energy, General principles and programmes, Rational utilisation and conservation of energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32012L0027","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2015-10-12","2015-12-19","European Commission","2015-12-20, 2016-01-01","No end date","","","","true","OJ L 333, 19/12/2015, p. 54–61
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Delegated Regulation (EU) No 1254/2014 of 11 July 2014 supplementing Directive 2010/30/EU of the European Parliament and of the Council with regard to energy labelling of residential ventilation units  Text with EEA relevance","","32014R1254","2020-07-30","2020-07-30","","http://data.europa.eu/eli/reg_del/2014/1254/oj","Delegated regulation","product design, technical specification, eco-label, air conditioning, electrical energy, energy saving, marketing standard","","Internal market - Principles, Energy, Environment","Industrial policy and internal market, Energy, Internal market: approximation of laws, General principles and programmes, Other sectors for approximation of laws, Rational utilisation and conservation of energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32010L0030","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2014-07-11","2014-11-25","European Commission","2014-12-15","No end date","","","","true","OJ L 337, 25/11/2014, p. 27–45
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Delegated Regulation (EU) No 65/2014 of 1 October 2013 supplementing Directive 2010/30/EU of the European Parliament and of the Council with regard to the energy labelling of domestic ovens and range hoods  Text with EEA relevance","","32014R0065","2017-03-07","2017-03-07","","http://data.europa.eu/eli/reg_del/2014/65/oj","Delegated regulation","furnace, technical specification, energy efficiency, energy saving, electrical energy, gas, household electrical appliance, consumer information, eco-label","","Energy, Environment","Environment, consumers and health protection, Energy, Consumers, General principles and programmes, Consumer information, education and representation, Rational utilisation and conservation of energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32010L0030","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2013-10-01","2014-01-31","European Commission","2015-01-01, 2014-02-20, 2015-04-01","No end date","","","","true","OJ L 29, 31/01/2014, p. 1–32
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Delegated Regulation (EU) No 811/2013 of 18 February 2013 supplementing Directive 2010/30/EU of the European Parliament and of the Council with regard to the energy labelling of space heaters, combination heaters, packages of space heater, temperature control and solar device and packages of combination heater, temperature control and solar device  Text with EEA relevance","","32013R0811","2017-03-07","2017-03-07","","http://data.europa.eu/eli/reg_del/2013/811/oj","Delegated regulation","labelling, energy saving, electrical energy, consumer information, technical specification, heating, energy efficiency","","Environment, Energy","Environment, consumers and health protection, Energy, Consumers, General principles and programmes, Consumer information, education and representation, Rational utilisation and conservation of energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32010L0030","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2013-02-18","2013-09-06","European Commission","2013-09-26","No end date","","","","true","OJ L 239, 06/09/2013, p. 1–82
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Delegated Regulation (EU) No 812/2013 of 18 February 2013 supplementing Directive 2010/30/EU of the European Parliament and of the Council with regard to the energy labelling of water heaters, hot water storage tanks and packages of water heater and solar device  Text with EEA relevance","","32013R0812","2018-04-26","2018-04-26","","http://data.europa.eu/eli/reg_del/2013/812/oj","Delegated regulation","energy efficiency, technical specification, labelling, energy saving, electrical energy, consumer information, household electrical appliance","","Environment, Energy","Environment, consumers and health protection, Energy, Consumers, General principles and programmes, Consumer information, education and representation, Rational utilisation and conservation of energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32010L0030","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2013-02-18","2013-09-06","European Commission","2013-09-26","No end date","","","","true","OJ L 239, 06/09/2013, p. 83–135
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Delegated Regulation (EU) No 312/2013 of 31 January 2013 correcting the Hungarian text of Delegated Regulation (EU) No 244/2012 supplementing Directive 2010/31/EU of the European Parliament and of the Council on the energy performance of buildings by establishing a comparative methodology framework for calculating cost-optimal levels of minimum energy performance requirements for buildings and building elements  Text with EEA relevance","","32013R0312","","","","http://data.europa.eu/eli/reg_del/2013/312/oj","Delegated regulation","energy consumption, cost-benefit analysis, building, energy saving, profitability, costing","","Energy","Energy, General principles and programmes, Rational utilisation and conservation of energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32010L0031","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2013-01-31","2013-04-05","European Commission","2013-04-06","No end date","","","","true","OJ L 95, 05/04/2013, p. 8–8
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Delegated Regulation (EU) No 392/2012 of 1 March 2012 supplementing Directive 2010/30/EU of the European Parliament and of the Council with regard to energy labelling of household tumble driers  Text with EEA relevance","","32012R0392","2020-08-09","2020-08-09","","http://data.europa.eu/eli/reg_del/2012/392/oj","Delegated regulation","energy consumption, labelling, trade information, energy saving, household electrical appliance","","Energy, Internal market - Principles","Energy, Industrial policy and internal market, General principles and programmes, Internal market: approximation of laws, Rational utilisation and conservation of energy, Other sectors for approximation of laws","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32010L0030","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2012-03-01","2012-05-09, 2013-05-16","European Commission","2012-05-29, 2013-05-29, 2013-09-29","2025-06-30","","","","true","OJ L 123, 09/05/2012, p. 1–26
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV), This document has been published in a special edition(s) (
           		HR)
		",
"Commission Delegated Regulation (EU) No 244/2012 of 16 January 2012 supplementing Directive 2010/31/EU of the European Parliament and of the Council on the energy performance of buildings by establishing a comparative methodology framework for calculating cost-optimal levels of minimum energy performance requirements for buildings and building elements  Text with EEA relevance","","32012R0244","2013-04-06","2013-04-06","","http://data.europa.eu/eli/reg_del/2012/244/oj","Delegated regulation","cost-benefit analysis, energy consumption, costing, profitability, building, energy saving","","Energy","Energy, General principles and programmes, Rational utilisation and conservation of energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32010L0031","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2012-01-16","2012-03-21, 2014-10-07","European Commission","2013-07-09, 2013-01-09, 2012-04-10, 2012-06-30","No end date","","","","true","OJ L 81, 21/03/2012, p. 18–36
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV), This document has been published in a special edition(s) (
           		HR)
		",
"Commission Delegated Regulation (EU) No 626/2011 of 4 May 2011 supplementing Directive 2010/30/EU of the European Parliament and of the Council with regard to energy labelling of air conditioners","","32011R0626","2020-08-09","2020-08-09","","http://data.europa.eu/eli/reg_del/2011/626/oj","Delegated regulation","energy consumption, labelling, noise level, energy saving, air conditioning, marketing standard, consumer information","","Energy, Environment","Environment, consumers and health protection, Energy, Consumers, General principles and programmes, Consumer information, education and representation, Rational utilisation and conservation of energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32010L0030","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2011-05-04","2011-07-06, 2013-04-13","European Commission","2011-07-26, 2013-01-01","No end date","","","","true","OJ L 178, 06/07/2011, p. 1–72
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV), This document has been published in a special edition(s) (
           		HR)
		",
