"Title","Subtitle","CELEX number","Current consolidated version","Latest consolidated version","LP_Legal basis","ELI","Form","EUROVOC descriptor","ECLI identifier","Subject matter","Directory code","Case-Law directory code (before Lisbon)","Case-Law directory code (after Lisbon)","Legal basis","Transposed legal act(s)","Rectified by","Type of procedure","Collection of the document","Date of document","Date of publication","Author","Date of effect","Date of end of validity","Date of transposition","Applicant/Appellant","Defendant/Other parties to the proceedings","In force indicator","Publication Reference",
"Regulation (EU) No 1227/2011 of the European Parliament and of the Council of 25 October 2011 on wholesale energy market integrity and transparency  Text with EEA relevance","","32011R1227","","","","http://data.europa.eu/eli/reg/2011/1227/oj","Regulation","price of energy, restriction on competition, insider trading, disclosure of information, wholesale trade, tradeable emission permit, energy production, intergovernmental cooperation (EU), administrative transparency, single market, energy supply, market supervision","","Energy, Protocol on Ireland/Northern Ireland, Competition, Agreements, decisions and concerted practices, Annex 4 Provisions of Union law referred to in Article 9","Energy, General principles and programmes","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12010E294, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12010E194","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2011-10-25","2011-12-08, 2013-05-24","Council of the European Union, European Parliament","1001-01-01, 2011-12-28","No end date","","","","true","OJ L 326, 08/12/2011, p. 1–16
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV), This document has been published in a special edition(s) (
           		HR)
		",
"Regulation (EC) No 715/2009 of the European Parliament and of the Council of 13 July 2009 on conditions for access to the natural gas transmission networks and repealing Regulation (EC) No 1775/2005 (Text with EEA relevance)","","32009R0715","2022-07-01","2022-07-01","","http://data.europa.eu/eli/reg/2009/715/oj","Regulation","market access, energy transport, gas pipeline, natural gas, energy grid, gas supply","","Energy, Internal market - Principles","Energy, Oil and gas, Other measures relating to oil or gas","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12006E251, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12006E095","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2009-07-13","2009-08-14, 2014-10-07","Council of the European Union, European Parliament","2011-03-03, 2009-09-03","No end date","","","","true","OJ L 211, 14/08/2009, p. 36–54
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV), This document has been published in a special edition(s) (
           		HR)
		",
"Regulation (EC) No 663/2009 of the European Parliament and of the Council of 13 July 2009 establishing a programme to aid economic recovery by granting Community financial assistance to projects in the field of energy","","32009R0663","2018-12-24","2018-12-24","","http://data.europa.eu/eli/reg/2009/663/oj","Regulation","economic support, gas, electrical energy, economic recovery, energy resources, project of common interest","","Economic policy, Energy","Economic and monetary policy and free movement of capital, Energy, Economic policy, General principles and programmes","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12006E156, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12006E251, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12006E175","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2009-07-13","2009-07-31, 2012-10-20","European Parliament, Council of the European Union","2009-08-01","No end date","","","","true","OJ L 200, 31/07/2009, p. 31–45
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV), This document has been published in a special edition(s) (
           		HR)
		",
"Regulation (EC) No 1099/2008 of the European Parliament and of the Council of 22 October 2008 on energy statistics (Text with EEA relevance)","","32008R1099","2022-02-20","2022-02-20","","http://data.europa.eu/eli/reg/2008/1099/oj","Regulation","EU statistics, energy policy, Eurostat","","Energy","Energy, Statistics","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12006E285, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12006E251","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2008-10-22","2008-11-14, 2012-05-16","Council of the European Union, European Parliament","2008-12-04","No end date","","","","true","OJ L 304, 14/11/2008, p. 1–62
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV), This document has been published in a special edition(s) (
           		HR)
		",
"Commission Regulation (EU) 2023/1670 of 16 June 2023 laying down ecodesign requirements for smartphones, mobile phones other than smartphones, cordless phones and slate tablets pursuant to Directive 2009/125/EC of the European Parliament and of the Council and amending Commission Regulation (EU) 2023/826 (Text with EEA relevance)","C/2023/3538","32023R1670","","","","http://data.europa.eu/eli/reg/2023/1670/oj","Regulation","energy consumption, mobile phone, eco-label, energy efficiency, smart technology, market approval, energy saving, ecodesign, micro-computer, marketing standard","","Protocol on Ireland/Northern Ireland, Energy, Internal market - Principles, Annex 2 Provisions of Union law referred to in Article 5(4), Environment, energy efficiency","Industrial policy and internal market, Environment, consumers and health protection, Energy, Internal market: approximation of laws, Consumers, General principles and programmes, Other sectors for approximation of laws, Consumer information, education and representation, Rational utilisation and conservation of energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32009L0125","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2023-06-16","2023-08-31","Directorate-General for Internal Market, Industry, Entrepreneurship and SMEs, European Commission","2025-06-20, 2023-09-20","No end date","","","","true","OJ L 214, 31/08/2023, p. 47–93
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Regulation (EU) 2023/826 of 17 April 2023 laying down ecodesign requirements for off mode, standby mode, and networked standby energy consumption of electrical and electronic household and office equipment pursuant to Directive 2009/125/EC of the European Parliament and of the Council and repealing Commission Regulations (EC) No 1275/2008 and (EC) No 107/2009 (Text with EEA relevance)","C/2023/2448","32023R0826","","","","http://data.europa.eu/eli/reg/2023/826/oj","Regulation","household electrical appliance, electronic equipment, ecodesign, electrical equipment, office equipment, energy saving, market approval, electronic device, eco-label, energy efficiency, energy consumption","","Energy, Internal market - Principles","Energy, Industrial policy and internal market, General principles and programmes, Internal market: approximation of laws, Rational utilisation and conservation of energy, Other sectors for approximation of laws","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32009L0125","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2023-04-17","2023-04-18","European Commission, Directorate-General for Energy","2023-05-08, 2025-05-09","No end date","","","","true","OJ L 103, 18/04/2023, p. 29–47
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Council Regulation (EU) 2022/2576 of 19 December 2022 enhancing solidarity through better coordination of gas purchases, reliable price benchmarks and exchanges of gas across borders","ST/14065/2022/INIT","32022R2576","","","","http://data.europa.eu/eli/reg/2022/2576/oj","Regulation","security of supply, natural gas, EU energy policy, gas supply, purchase, energy market, cross-border cooperation, energy cooperation, energy crisis","","Energy","Energy, Energy, Oil and gas, Oil and gas, Other measures relating to oil or gas, Supplies and stocks","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E122","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2022-12-19","2022-12-29","Council of the European Union","2022-12-30, 2023-03-31","2023-12-30","","","","true","OJ L 335, 29/12/2022, p. 1–35
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Council Regulation (EU) 2022/2577 of 22 December 2022 laying down a framework to accelerate the deployment of renewable energy","ST/14787/2022/INIT","32022R2577","","","","http://data.europa.eu/eli/reg/2022/2577/oj","Regulation","security of supply, energy production, heat pump, renewable resources, energy efficiency, renewable energy, price of energy, carbon neutrality, energy crisis","","Energy, Environment","Environment, consumers and health protection, Energy, Environment, Other sources of energy, Space, environment and natural resources","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E122","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2022-12-22","2022-12-29","Council of the European Union","2022-12-30","2024-06-30","","","","true","OJ L 335, 29/12/2022, p. 36–44
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Council Regulation (EU) 2022/2578 of 22 December 2022 establishing a market correction mechanism to protect Union citizens and the economy against excessively high prices","ST/15202/2022/INIT","32022R2578","","","","http://data.europa.eu/eli/reg/2022/2578/oj","Regulation","price formation, natural gas, economy, energy demand, price increase, security of supply, commodities exchange, consumer protection, EU energy policy, price of energy","","Energy, Prices","Energy, Oil and gas, Supplies and stocks","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E122","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2022-12-22","2022-12-29","Council of the European Union","2023-02-01, 2023-01-01, 2023-02-15","2024-02-01","","","","true","OJ L 335, 29/12/2022, p. 45–60
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Council Regulation (EU) 2022/1854 of 6 October 2022 on an emergency intervention to address high energy prices","ST/12521/2022/INIT","32022R1854","","","","http://data.europa.eu/eli/reg/2022/1854/oj","Regulation","energy efficiency, energy consumption, crisis management, price of energy, energy crisis, natural gas, consumer protection, security of supply, electrical energy, energy saving, EU energy policy","","Energy, Prices","Energy, General principles and programmes","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E122","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2022-10-06","2022-10-07","Council of the European Union","2022-12-01, 2022-10-08","2023-12-31, 2023-03-31, 2024-10-15, 2023-06-30","","","","true","OJ L 261I , 07/10/2022, p. 1–21
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Council Regulation (EU) 2022/1369 of 5 August 2022 on coordinated demand-reduction measures for gas","ST/11568/2022/INIT","32022R1369","2023-04-01","2023-04-01","","http://data.europa.eu/eli/reg/2022/1369/oj","Regulation","security of supply, natural gas, energy demand, gas supply, energy saving, EU energy policy, energy consumption, EU Member State, self-sufficiency in energy, energy crisis","","Energy","Energy, Oil and gas, Supplies and stocks","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E122","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2022-08-05","2022-08-08","Council of the European Union","2022-08-09","2024-03-31","","","","true","OJ L 206, 08/08/2022, p. 1–10
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Council Regulation (Euratom) 2021/765 of 10 May 2021 establishing the Research and Training Programme of the European Atomic Energy Community for the period 2021-2025 complementing Horizon Europe – the Framework Programme for Research and Innovation and repealing Regulation (Euratom) 2018/1563","ST/5215/2021/INIT","32021R0765","","","","http://data.europa.eu/eli/reg/2021/765/oj","Regulation","vocational training, EU programme, Framework Programme for Research and Development, nuclear research, EU research policy, nuclear technology, nuclear safety, EAEC, research and development, innovation","","Research and technological development, Nuclear common market","Energy, Nuclear energy, Nuclear research","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016A007","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2021-05-10","2021-05-12","Council of the European Union","2021-01-01, 2021-05-12","No end date","","","","true","OJ L 167I , 12/05/2021, p. 81–100
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Council Regulation (Euratom) 2021/100 of 25 January 2021 establishing a dedicated financial programme for the decommissioning of nuclear facilities and the management of radioactive waste, and repealing Regulation (Euratom) No 1368/2013","","32021R0100","","","","http://data.europa.eu/eli/reg/2021/100/oj","Regulation","EU programme, Vratza region, nuclear safety, decommissioning of power stations, Trenčín region, nuclear power station, Bulgaria, radioactive waste, Slovakia, storage of waste, principle of additionality","","Nuclear common market","Energy, Environment, consumers and health protection, Energy, Nuclear energy, Environment, Nuclear energy, Power stations and joint undertakings, Pollution and nuisances, Safeguards, Nuclear safety and radioactive waste","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016A203","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2021-01-25","2021-02-01","Council of the European Union","2021-01-01, 2021-02-21","No end date","","","","true","OJ L 34, 01/02/2021, p. 3–17
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Council Regulation (EU) 2021/101 of 25 January 2021 establishing the nuclear decommissioning assistance programme of the Ignalina nuclear power plant in Lithuania and repealing Regulation (EU) No 1369/2013","","32021R0101","","","","http://data.europa.eu/eli/reg/2021/101/oj","Regulation","EU programme, Lithuania, nuclear safety, decommissioning of power stations, nuclear power station, radioactive waste, Utena county, principle of additionality, storage of waste, nuclear policy","","Nuclear common market","Energy, Environment, consumers and health protection, Energy, Nuclear energy, Environment, Nuclear energy, Power stations and joint undertakings, Pollution and nuisances, Safeguards, Nuclear safety and radioactive waste","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12003T/PRO/04, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12003T056","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2021-01-25","2021-02-01","Council of the European Union","2021-01-01, 2021-02-21","No end date","","","","true","OJ L 34, 01/02/2021, p. 18–28
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Regulation (EU) 2019/2023 of 1 October 2019 laying down ecodesign requirements for household washing machines and household washer-dryers pursuant to Directive 2009/125/EC of the European Parliament and of the Council, amending Commission Regulation (EC) No 1275/2008 and repealing Commission Regulation (EU) No 1015/2010 (Text with EEA relevance.)","C/2019/2124","32019R2023","2021-05-01","2021-05-01","","http://data.europa.eu/eli/reg/2019/2023/oj","Regulation","labelling, eco-label, energy saving, environmental impact, consumer information, marketing standard, household electrical appliance, energy consumption, energy efficiency","","Energy, Internal market - Principles","Energy, Industrial policy and internal market, General principles and programmes, Internal market: approximation of laws, Rational utilisation and conservation of energy, Other sectors for approximation of laws","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E114, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32009L0125","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2019-10-01","2019-12-05","Directorate-General for Energy, European Commission","2019-12-25, 2021-03-01","No end date, 2025-05-08","","","","true","OJ L 315, 05/12/2019, p. 285–312
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission Regulation (EU) 2019/2024 of 1 October 2019 laying down ecodesign requirements for refrigerating appliances with a direct sales function pursuant to Directive 2009/125/EC of the European Parliament and of the Council (Text with EEA relevance.)","C/2019/2127","32019R2024","2021-05-01","2021-05-01","","http://data.europa.eu/eli/reg/2019/2024/oj","Regulation","marketing standard, consumer information, environmental impact, cold store, energy saving, eco-label, labelling, energy efficiency, energy consumption","","Energy, Internal market - Principles","Energy, Industrial policy and internal market, General principles and programmes, Internal market: approximation of laws, Rational utilisation and conservation of energy, Other sectors for approximation of laws","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12016E114, https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:32009L0125","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2019-10-01","2019-12-05","European Commission, Directorate-General for Energy","2019-12-25, 2021-03-01","No end date","","","","true","OJ L 315, 05/12/2019, p. 313–334
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
