"Title","Subtitle","CELEX number","Current consolidated version","Latest consolidated version","LP_Legal basis","ELI","Form","EUROVOC descriptor","ECLI identifier","Subject matter","Directory code","Case-Law directory code (before Lisbon)","Case-Law directory code (after Lisbon)","Legal basis","Transposed legal act(s)","Rectified by","Type of procedure","Collection of the document","Date of document","Date of publication","Author","Date of effect","Date of end of validity","Date of transposition","Applicant/Appellant","Defendant/Other parties to the proceedings","In force indicator","Publication Reference",
"Commission opinion of 7 May 2008 concerning the plan for the disposal of radioactive waste arising from the dismantling of the BR3 Pressurised Water Reactor, located at the SCK-CEN site in Belgium, in accordance with Article 37 of the Euratom Treaty (Text with EEA relevance)","","32008A0509(01)","","","","","Opinion","pollution control, public health, Belgium, waste management, nuclear reactor, radioactive waste, radioactive effluent, health risk","","Nuclear common market","Energy, Nuclear energy, Safeguards","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:12006E037","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2008-05-07","2008-05-09","European Commission","","No end date","","","","true","OJ C 114, 09/05/2008, p. 2–2
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission opinion of 20 December 2007 concerning the amended plan for the disposal of radioactive waste from the Penly nuclear power station in France, in accordance with Article 37 of the Euratom Treaty","","32007A1221(01)","","","","","Opinion","radioactive effluent, France, nuclear power station, radioactive pollution, public health","","Nuclear common market","Energy, Nuclear energy, Safeguards","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11957A037","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2007-12-20","2007-12-21","European Commission","","No end date","","","","true","OJ C 311, 21/12/2007, p. 1–1
		 (BG, ES, CS, DA, DE, ET, EL, EN, FR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV)",
"Commission opinion of 22 June 2004 concerning the plan for the disposal of radioactive waste resulting from the modification of authorisations for discharges of liquid radioactive effluent from the Cattenom nuclear power station in France, in accordance with Article 37 of the Euratom Treaty","","32004A1016(01)","","","","","Opinion","nuclear safety, radioactive effluent, France, nuclear power station","","Health and safety, Safety at work and elsewhere, Nuclear common market","Energy, Nuclear energy, Other measures relating to nuclear energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11957A037","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2004-06-22","2004-10-16","European Commission","2004-06-22","No end date","","","","true","OJ C 256, 16/10/2004, p. 4–4
		 (ES, CS, DA, DE, ET, EL, EN, FR, IT, LV, LT, HU, NL, PL, PT, SK, SL, FI, SV)",
"Commission Opinion of 5 February 2004 concerning the plan for the disposal of radioactive waste resulting from modifications to Site-1 of Belgoprocess plc in Belgium, in accordance with Article 37 of the Euratom Treaty","","32004A0207(01)","","","","","Opinion","storage of waste, safety standard, Belgium, radioactive effluent, radioactive waste","","Nuclear common market, Safety at work and elsewhere, Health and safety","Energy, Nuclear energy, Other measures relating to nuclear energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11957A037","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2004-02-05","2004-02-07","European Commission","2004-02-05","No end date","","","","true","OJ C 34, 07/02/2004, p. 6–6
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Commission opinion of 10 December 2003 concerning the plan for the disposal of radioactive waste arising from the decommissioning and complete dismantling of the research reactor TRIGA HD II and the complete dismantling of the decommissioned and safe-state research reactor TRIGA HD I at Heidelberg in Baden-Württemberg in the Federal Republic of Germany, in accordance with Article 37 of the Euratom Treaty","","32003A1211(01)","","","","","Opinion","radioactive pollution, nuclear reactor, Baden-Württemberg, radioactive effluent, radioactive waste, nuclear safety, decommissioning of power stations","","Nuclear common market, Health and safety, Safety at work and elsewhere","Energy, Nuclear energy, Other measures relating to nuclear energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11957A037","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2003-12-10","2003-12-11","European Commission","2003-12-10","No end date","","","","true","OJ C 300, 11/12/2003, p. 8–8
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Commission opinion of 20 October 2003 concerning the plan for the disposal of radioactive waste arising from the decommissioning and dismantling of the nuclear power plant KMK and the storage of radioactive wastes in the on-site storage facility at Mülheim-Kärlich in Rhineland-Palatinate in the Federal Republic of Germany, in accordance with Article 37 of the Euratom Treaty","","32003A1022(02)","","","","","Opinion","nuclear safety, decommissioning of power stations, storage of waste, Rhineland-Palatinate, radioactive waste, radioactive effluent, radioactive pollution","","Safety at work and elsewhere, Health and safety, Nuclear common market","Energy, Nuclear energy, Other measures relating to nuclear energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11957A037","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2003-10-20","2003-10-22","European Commission","2003-10-20","No end date","","","","true","OJ C 253, 22/10/2003, p. 8–8
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Commission opinion of 20 October 2003 concerning the plan for the disposal of radioactive waste arising from the decommissioning of the Hinkley Point A Power Station located in the United Kingdom, in accordance with Article 37 of the Euratom Treaty","","32003A1022(01)","","","","","Opinion","radioactive waste, radioactive effluent, radioactive pollution, decommissioning of power stations, storage of waste, United Kingdom, nuclear safety","","Health and safety, Safety at work and elsewhere, Nuclear common market","Energy, Nuclear energy, Other measures relating to nuclear energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11957A037","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2003-10-20","2003-10-22","European Commission","2003-10-20","No end date","","","","true","OJ C 253, 22/10/2003, p. 7–7
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Commission opinion of 20 October 2003 concerning the plan for the disposal of radioactive waste arising from the dismantling of nuclear facilities including research reactors and hot cells at Risø National Laboratories on the island of Zealand in Denmark, in accordance with Article 37 of the Euratom Treaty","","32003A1022(03)","","","","","Opinion","decommissioning of power stations, storage of waste, nuclear safety, radioactive effluent, radioactive waste, radioactive pollution, Denmark","","Nuclear common market, Health and safety, Safety at work and elsewhere","Energy, Nuclear energy, Other measures relating to nuclear energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11957A037","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2003-10-20","2003-10-22","European Commission","2003-10-20","No end date","","","","true","OJ C 253, 22/10/2003, p. 9–9
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Commission opinion of 1 October 2003 concerning the plan for the disposal of radioactive waste resulting from modifications at the site of the Philippsburg Nuclear Power Station KKP in the Federal Republic of Germany, in accordance with Article 37 of the Euratom Treaty","","32003A1004(01)","","","","","Opinion","Germany, nuclear safety, radioactive pollution, nuclear power station, radioactive effluent","","Safety at work and elsewhere, Health and safety, Nuclear common market","Energy, Nuclear energy, Other measures relating to nuclear energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11957A037","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2003-10-01","2003-10-04","European Commission","2003-10-01","No end date","","","","true","OJ C 238, 04/10/2003, p. 2–2
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Commission opinion of 29 July 2003 concerning the plan for the disposal of radioactive waste arising from the operation of the radioactive waste conditioning and storage facility (CEDRA) at the Cadarache site in France, in accordance with Article 37 of the Euratom Treaty","","32003A0801(01)","","","","","Opinion","radioactive pollution, radioactive effluent, radioactive waste, nuclear accident, Provence-Alpes-Côte d'Azur, storage of waste, nuclear safety, waste disposal","","Nuclear common market, Health and safety, Safety at work and elsewhere","Energy, Nuclear energy, Other measures relating to nuclear energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11957A037","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2003-07-29","2003-08-01","European Commission","2003-07-29","No end date","","","","true","OJ C 182, 01/08/2003, p. 24–24
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Commission opinion of 29 January 2003 concerning the plan for the disposal of radioactive waste resulting from modifications at the site of the Gundremmingen II Nuclear Power Station KRB II in the Federal Republic of Germany, in accordance with Article 37 of the Euratom Treaty","","32003A0204(07)","","","","","Opinion","Germany, nuclear safety, nuclear power station, radioactive pollution, radioactive effluent","","Health and safety, Safety at work and elsewhere, Nuclear common market","Energy, Nuclear energy, Other measures relating to nuclear energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11957A037","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2003-01-29","2003-02-04","European Commission","2003-01-29","No end date","","","","true","OJ C 26, 04/02/2003, p. 13–13
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Commission opinion of 27 November 2002 concerning the plan for the disposal of radioactive waste resulting from modifications at the site of the Biblis Nuclear Power Station in the Federal Republic of Germany, in accordance with Article 37 of the Euratom Treaty","","32002A1129(01)","","","","","Opinion","prevention of pollution, radioactive effluent, nuclear power station, radioactive pollution, nuclear safety, Germany","","Nuclear common market, Safety at work and elsewhere, Health and safety","Energy, Nuclear energy, Other measures relating to nuclear energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11957A037","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2002-11-27","2002-11-29","European Commission","2002-11-27","No end date","","","","true","OJ C 297, 29/11/2002, p. 2–2
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Commission Opinion of 26 November 2002 concerning the plan for the disposal of radioactive waste arising from the operation of the MOX Demonstration Facility at Sellafield located in the United Kingdom, in accordance with Article 37 of the Euratom Treaty","","32002A1127(01)","","","","","Opinion","nuclear safety, United Kingdom, project evaluation, radioactive pollution, nuclear power station, radioactive effluent","","Health and safety, Safety at work and elsewhere, Nuclear common market","Energy, Nuclear energy, Other measures relating to nuclear energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11957A037","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2002-11-26","2002-11-27","European Commission","2002-11-26","No end date","","","","true","OJ C 292, 27/11/2002, p. 7–8
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Commission opinion of 10 October 2002 concerning the plan for the disposal of radioactive waste arising from the dismantling of the Hunterston A power station located in the United Kingdom, in accordance with Article 37 of the Euratom Treaty","","32002A1016(01)","","","","","Opinion","decommissioning of power stations, nuclear safety, United Kingdom, radioactive effluent, nuclear power station, radioactive pollution","","Safety at work and elsewhere, Health and safety, Nuclear common market","Energy, Nuclear energy, Other measures relating to nuclear energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11957A037","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2002-10-10","2002-10-16","European Commission","2002-10-10","No end date","","","","true","OJ C 249, 16/10/2002, p. 21–21
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Commission Opinion of 30 August 2002 concerning the plan for the disposal of radioactive waste arising from the dismantling of the UKAEA Dounreay Fast Reactor located in the United Kingdom in accordance with Article 37 of the Euratom Treaty","","32002A0903(02)","","","","","Opinion","United Kingdom, nuclear safety, nuclear reactor, radioactive effluent, radioactive waste, nuclear power station, pollution control","","Nuclear common market, Safety at work and elsewhere, Health and safety","Energy, Nuclear energy, Other measures relating to nuclear energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11957A037","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2002-08-30","2002-09-03","European Commission","2002-08-30","No end date","","","","true","OJ C 208, 03/09/2002, p. 2–3
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Commission Opinion of 30 August 2002 concerning the plan for the disposal of radioactive waste resulting from modifications at the site of the Neckarwestheim Nuclear Power Station GKN in the Federal Republic of Germany in accordance with Article 37 of the Euratom Treaty","","32002A0903(03)","","","","","Opinion","pollution control, radioactive effluent, radioactive waste, nuclear power station, nuclear safety, Germany","","Nuclear common market, Health and safety, Safety at work and elsewhere","Energy, Nuclear energy, Other measures relating to nuclear energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11957A037","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2002-08-30","2002-09-03","European Commission","2002-08-30","No end date","","","","true","OJ C 208, 03/09/2002, p. 3–3
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Commission Opinion of 30 August 2002 concerning the plan for the disposal of radioactive waste resulting from modifications at the site of the Isar Nuclear Power Station KKI in the Federal Republic of Germany in accordance with Article 37 of the Euratom Treaty","","32002A0903(01)","","","","","Opinion","Germany, nuclear safety, radioactive effluent, radioactive waste, nuclear power station, pollution control","","Nuclear common market, Safety at work and elsewhere, Health and safety","Energy, Nuclear energy, Other measures relating to nuclear energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11957A037","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2002-08-30","2002-09-03","European Commission","2002-08-30","No end date","","","","true","OJ C 208, 03/09/2002, p. 2–2
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Commission opinion of 13 August 2002 concerning the plan for the disposal of radioactive waste resulting from modifications at the site of the Brunsbüttel Nuclear Power Station KKB in the Federal Republic of Germany, in accordance with Article 37 of the Euratom Treaty","","32002A0822(02)","","","","","Opinion","nuclear power station, radioactive effluent, Germany, nuclear safety","","Health and safety, Nuclear common market, Safety at work and elsewhere","Energy, Nuclear energy, Other measures relating to nuclear energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11957A037","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2002-08-13","2002-08-22","European Commission","2002-08-13","No end date","","","","true","OJ C 199, 22/08/2002, p. 3–3
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
"Commission opinion of 13 August 2002 concerning the plan for the disposal of radioactive waste resulting from modifications at the site of the Krümmel Nuclear Power Station KKK in the Federal Republic of Germany, in accordance with Article 37 of the Euratom Treaty","","32002A0822(01)","","","","","Opinion","nuclear safety, nuclear power station, Germany, radioactive effluent","","Safety at work and elsewhere, Health and safety, Nuclear common market","Energy, Nuclear energy, Other measures relating to nuclear energy","","","https://eur-lex.europa.eu/legal-content/AUTO/?uri=CELEX:11957A037","","","","ALL_ALL, PUBLISHED_IN_OJ, EU_LAW_ALL, LEGISLATION","2002-08-13","2002-08-22","European Commission","2002-08-13","No end date","","","","true","OJ C 199, 22/08/2002, p. 2–2
		 (ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV)",
